time_s,air_T_C,surface_C_drybasis,air_dewpoint_C,baseline_center_T_C,baseline_surface_T_C,latent_center_T_C,latent_surface_T_C
1.420000000000000000e+02,2.937239999999999895e+01,2.193747259070599309e+00,2.549297917880631559e+01,2.800074399755185439e+01,2.830625607607704097e+01,2.783355564234265600e+01,1.551193884434176518e+01
1.430000000000000000e+02,2.938060000000000116e+01,2.192597667369721393e+00,2.549914269045727622e+01,2.800077949251050313e+01,2.830926594833080046e+01,2.782775346703335373e+01,1.548265180326288615e+01
1.440000000000000000e+02,2.938879999999999981e+01,2.191452760030214275e+00,2.550530379618790633e+01,2.800081624856860785e+01,2.831227894982349724e+01,2.782182924327446827e+01,1.545355089109313873e+01
1.450000000000000000e+02,2.939700000000000202e+01,2.190312487903563810e+00,2.551146249781900721e+01,2.800085429420971295e+01,2.831529521970027830e+01,2.781578253367240094e+01,1.542463417826387584e+01
1.460000000000000000e+02,2.940520000000000067e+01,2.189176802688613144e+00,2.551761879716934089e+01,2.800089365813267861e+01,2.831831488570277244e+01,2.780961293215706220e+01,1.539589976012316086e+01
1.470000000000000000e+02,2.941339999999999932e+01,2.188045656911580483e+00,2.552377269605557686e+01,2.800093436924635881e+01,2.832133806533193265e+01,2.780332006356350050e+01,1.536734575722613627e+01
1.480000000000000000e+02,2.942160000000000153e+01,2.186919003904485681e+00,2.552992419629237730e+01,2.800097645666416923e+01,2.832436486686110300e+01,2.779690358315601273e+01,1.533897031552430335e+01
1.490000000000000000e+02,2.942980000000000018e+01,2.185796797790083623e+00,2.553607329969225859e+01,2.800101994969865160e+01,2.832739539022628605e+01,2.779036317627992503e+01,1.531077160637377865e+01
1.500000000000000000e+02,2.943800000000000239e+01,2.184678993458371465e+00,2.554222000806578663e+01,2.800106487785590659e+01,2.833042972780746283e+01,2.778369855779704523e+01,1.528274782657091890e+01
1.510000000000000000e+02,2.944620000000000104e+01,2.183565546551652137e+00,2.554836432322140283e+01,2.800111127082999474e+01,2.833346796511386856e+01,2.777690947168693114e+01,1.525489719822456891e+01
1.520000000000000000e+02,2.945439999999999969e+01,2.182456413447420918e+00,2.555450624696555906e+01,2.800115915849730541e+01,2.833651018138802513e+01,2.776999569059250206e+01,1.522721796860743027e+01
1.530000000000000000e+02,2.946260000000000190e+01,2.181351551241208497e+00,2.556064578110262175e+01,2.800120857091086890e+01,2.833955645014193792e+01,2.776295701534867533e+01,1.519970840996944439e+01
1.540000000000000000e+02,2.947080000000000055e+01,2.180250917729734450e+00,2.556678292743494296e+01,2.800125953829459746e+01,2.834260683963543670e+01,2.775579327449846900e+01,1.517236681931295372e+01
1.550000000000000000e+02,2.947899999999999920e+01,2.179154471394932013e+00,2.557291768776283192e+01,2.800131209103745178e+01,2.834566141330380873e+01,2.774850432381105492e+01,1.514519151813017572e+01
1.560000000000000000e+02,2.948720000000000141e+01,2.178062171388698509e+00,2.557905006388456925e+01,2.800136625968746884e+01,2.834872023014098019e+01,2.774109004580297011e+01,1.511818085211344709e+01
1.570000000000000000e+02,2.949540000000000006e+01,2.176973977518003256e+00,2.558518005759636083e+01,2.800142207494584312e+01,2.835178334504396958e+01,2.773355034925584306e+01,1.509133319084913261e+01
1.580000000000000000e+02,2.950360000000000227e+01,2.175889850230265488e+00,2.559130767069248691e+01,2.800147956766085855e+01,2.835485080912348010e+01,2.772588516872903952e+01,1.506464692749900536e+01
1.590000000000000000e+02,2.951180000000000092e+01,2.174809750599104419e+00,2.559743290496508905e+01,2.800153876882165349e+01,2.835792266998496913e+01,2.771809446406947686e+01,1.503812047846971822e+01
1.600000000000000000e+02,2.951999999999999957e+01,2.173733640310575144e+00,2.560355576220434060e+01,2.800159970955194311e+01,2.836099897198345587e+01,2.771017821992113284e+01,1.501175228307156040e+01
1.610000000000000000e+02,2.952820000000000178e+01,2.172661481649822868e+00,2.560967624419841471e+01,2.800166242110362091e+01,2.836407975645428792e+01,2.770213644523481022e+01,1.498554080317028969e+01
1.620000000000000000e+02,2.953640000000000043e+01,2.171593237488101735e+00,2.561579435273344529e+01,2.800172693485045272e+01,2.836716506191714871e+01,2.769396917277830283e+01,1.495948452283547958e+01
1.630000000000000000e+02,2.954459999999999908e+01,2.170528871270106297e+00,2.562191008959356253e+01,2.800179328228102094e+01,2.837025492428273665e+01,2.768567645864573734e+01,1.493358194798626748e+01
1.640000000000000000e+02,2.955280000000000129e+01,2.169468347001670683e+00,2.562802345656087155e+01,2.800186149499166177e+01,2.837334937703405657e+01,2.767725838176832553e+01,1.490783160603635515e+01
1.650000000000000000e+02,2.956099999999999994e+01,2.168411629237802618e+00,2.563413445541552704e+01,2.800193160467990694e+01,2.837644845137273109e+01,2.766871504342583066e+01,1.488223204553798951e+01
1.660000000000000000e+02,2.956920000000000215e+01,2.167358683071046066e+00,2.564024308793555562e+01,2.800200364313747059e+01,2.837955217636250538e+01,2.766004656676010143e+01,1.485678183582725964e+01
1.670000000000000000e+02,2.957740000000000080e+01,2.166309474120170275e+00,2.564634935589714360e+01,2.800207764224287388e+01,2.838266057907078732e+01,2.765125309629044992e+01,1.483147956667095002e+01
1.680000000000000000e+02,2.958559999999999945e+01,2.165263968519146598e+00,2.565245326107436696e+01,2.800215363395386348e+01,2.838577368469961471e+01,2.764233479743161936e+01,1.480632384791640810e+01
1.690000000000000000e+02,2.959380000000000166e+01,2.164222132906416629e+00,2.565855480523937615e+01,2.800223165029986561e+01,2.838889151670118949e+01,2.763329185601439164e+01,1.478131330914419017e+01
1.700000000000000000e+02,2.960200000000000031e+01,2.163183934414464105e+00,2.566465399016223969e+01,2.800231172337409546e+01,2.839201409688223521e+01,2.762412447780858216e+01,1.475644659932443759e+01
1.710000000000000000e+02,2.961020000000000252e+01,2.162149340659641705e+00,2.567075081761116095e+01,2.800239388532580520e+01,2.839514144550217978e+01,2.761483288804959813e+01,1.473172238647728882e+01
1.720000000000000000e+02,2.961840000000000117e+01,2.161118319732278081e+00,2.567684528935222943e+01,2.800247816835221570e+01,2.839827358136614066e+01,2.760541733096905048e+01,1.470713935733756017e+01
1.730000000000000000e+02,2.962659999999999982e+01,2.160090840187042893e+00,2.568293740714970141e+01,2.800256460469032049e+01,2.840141052191109594e+01,2.759587806932883325e+01,1.468269621702408401e+01
1.740000000000000000e+02,2.963480000000000203e+01,2.159066871033553436e+00,2.568902717276569447e+01,2.800265322660848000e+01,2.840455228328492154e+01,2.758621538395889061e+01,1.465839168871394449e+01
1.750000000000000000e+02,2.964300000000000068e+01,2.158046381727232621e+00,2.569511458796044678e+01,2.800274406639808333e+01,2.840769888041964109e+01,2.757642957329956346e+01,1.463422451332175811e+01
1.760000000000000000e+02,2.965119999999999933e+01,2.157029342160392105e+00,2.570119965449219990e+01,2.800283715636506798e+01,2.841085032710000036e+01,2.756652095294838389e+01,1.461019344918398311e+01
1.770000000000000000e+02,2.965940000000000154e+01,2.156015722653554789e+00,2.570728237411726980e+01,2.800293252882124406e+01,2.841400663602780341e+01,2.755648985521163397e+01,1.458629727174882440e+01
1.780000000000000000e+02,2.966760000000000019e+01,2.155005493946990480e+00,2.571336274858988702e+01,2.800303021607571807e+01,2.841716781888185039e+01,2.754633662866034882e+01,1.456253477327105195e+01
1.790000000000000000e+02,2.967580000000000240e+01,2.153998627192463378e+00,2.571944077966248088e+01,2.800313025042612125e+01,2.842033388637378621e+01,2.753606163769158854e+01,1.453890476251244657e+01
1.800000000000000000e+02,2.968400000000000105e+01,2.152995093945167415e+00,2.572551646908534195e+01,2.800323266414994805e+01,2.842350423187073361e+01,2.752566526209422904e+01,1.451540497698439047e+01
1.810000000000000000e+02,2.968988333333333429e+01,2.151994913619053040e+00,2.573210659142905499e+01,2.800333748949567791e+01,2.842663229682663228e+01,2.751514789662250493e+01,1.449198869907493403e+01
1.820000000000000000e+02,2.969576666666666753e+01,2.150997971113171037e+00,2.573869396087355454e+01,2.800344475867400362e+01,2.842972426301525957e+01,2.750450995057155268e+01,1.446866067082479823e+01
1.830000000000000000e+02,2.970165000000000077e+01,2.150004279446181776e+00,2.574527857964744371e+01,2.800355450384859779e+01,2.843279535651481638e+01,2.749375184735965050e+01,1.444543479553363241e+01
1.840000000000000000e+02,2.970753333333333401e+01,2.149013815975904684e+00,2.575186044997657930e+01,2.800366675712947639e+01,2.843585085018321479e+01,2.748287402442618443e+01,1.442231533806858046e+01
1.850000000000000000e+02,2.971341666666666725e+01,2.148026551556599717e+00,2.575843957408417850e+01,2.800378155055660301e+01,2.843889361261801341e+01,2.747187693215752091e+01,1.439930401963644968e+01
1.860000000000000000e+02,2.971930000000000049e+01,2.147042462913542504e+00,2.576501595419074064e+01,2.800389891610640802e+01,2.844192573971300320e+01,2.746076103359668608e+01,1.437640176905653711e+01
1.870000000000000000e+02,2.972518333333333374e+01,2.146061522291501156e+00,2.577158959251404013e+01,2.800401888567468589e+01,2.844494872057816792e+01,2.744952680536059120e+01,1.435360901801123212e+01
1.880000000000000000e+02,2.973106666666666698e+01,2.145083702903483935e+00,2.577816049126920106e+01,2.800414149106611816e+01,2.844796366413824984e+01,2.743817473488732261e+01,1.433092580241060965e+01
1.890000000000000000e+02,2.973695000000000022e+01,2.144108979227897116e+00,2.578472865266867586e+01,2.800426676398742742e+01,2.845097146685028378e+01,2.742670532145471185e+01,1.430835199977529726e+01
1.900000000000000000e+02,2.974283333333333346e+01,2.143137326475939464e+00,2.579129407892219561e+01,2.800439473604032870e+01,2.845397288605377994e+01,2.741511907615193522e+01,1.428588733024445645e+01
1.910000000000000000e+02,2.974871666666666670e+01,2.142168720197060949e+00,2.579785677223689433e+01,2.800452543871382005e+01,2.845696856787308704e+01,2.740341652118655702e+01,1.426353140525734631e+01
1.920000000000000000e+02,2.975459999999999994e+01,2.141203136177268984e+00,2.580441673481715270e+01,2.800465890337854447e+01,2.845995906668359154e+01,2.739159818933685031e+01,1.424128376544936536e+01
1.930000000000000000e+02,2.976048333333333318e+01,2.140240550511384843e+00,2.581097396886475082e+01,2.800479516127542468e+01,2.846294485873938029e+01,2.737966462358936681e+01,1.421914389762102893e+01
1.940000000000000000e+02,2.976636666666666642e+01,2.139280939572669293e+00,2.581752847657877226e+01,2.800493424351376603e+01,2.846592636662595055e+01,2.736761637646360157e+01,1.419711124621298914e+01
1.950000000000000000e+02,2.977224999999999966e+01,2.138324280089621610e+00,2.582408026015567870e+01,2.800507618105092789e+01,2.846890396215687957e+01,2.735545401094137574e+01,1.417518521672389831e+01
1.960000000000000000e+02,2.977813333333333290e+01,2.137370549099322670e+00,2.583062932178926374e+01,2.800522100469565601e+01,2.847187798035346518e+01,2.734317809804916877e+01,1.415336519370784885e+01
1.970000000000000000e+02,2.978401666666666614e+01,2.136419723926627157e+00,2.583717566367065643e+01,2.800536874510301288e+01,2.847484872503149234e+01,2.733078921878857415e+01,1.413165053794014270e+01
1.980000000000000000e+02,2.978989999999999938e+01,2.135471782180585087e+00,2.584371928798836393e+01,2.800551943276616385e+01,2.847781647222181078e+01,2.731828796261191528e+01,1.411004059564177737e+01
1.990000000000000000e+02,2.979578333333333262e+01,2.134526701755919298e+00,2.585026019692825017e+01,2.800567309800858240e+01,2.848078147355436585e+01,2.730567492697634790e+01,1.408853470210416248e+01
2.000000000000000000e+02,2.980166666666666586e+01,2.133584460830067364e+00,2.585679839267358915e+01,2.800582977097789339e+01,2.848374395970910200e+01,2.729295071718187060e+01,1.406713218386830810e+01
2.010000000000000000e+02,2.980754999999999910e+01,2.132645037856496284e+00,2.586333387740492640e+01,2.800598948164054747e+01,2.848670414332577394e+01,2.728011594619674796e+01,1.404583236071387908e+01
2.020000000000000000e+02,2.981343333333333234e+01,2.131708411558193017e+00,2.586986665330029211e+01,2.800615225977648848e+01,2.848966222119740621e+01,2.726717123436252166e+01,1.402463454771951312e+01
2.030000000000000000e+02,2.981931666666666558e+01,2.130774560922749306e+00,2.587639672253500578e+01,2.800631813497372491e+01,2.849261837599366842e+01,2.725411720905311341e+01,1.400353805706847510e+01
2.040000000000000000e+02,2.982519999999999882e+01,2.129843465198169028e+00,2.588292408728183602e+01,2.800648713662313938e+01,2.849557277775527453e+01,2.724095450436306010e+01,1.398254219942362298e+01
2.050000000000000000e+02,2.983108333333333206e+01,2.128915103888513016e+00,2.588944874971086563e+01,2.800665929391363207e+01,2.849852558522784562e+01,2.722768376083035236e+01,1.396164628498333293e+01
2.060000000000000000e+02,2.983696666666666530e+01,2.127989456749324937e+00,2.589597071198969047e+01,2.800683463582750576e+01,2.850147694701918866e+01,2.721430562516783880e+01,1.394084962438025777e+01
2.070000000000000000e+02,2.984284999999999854e+01,2.127066503783251683e+00,2.590248997628315664e+01,2.800701319113616705e+01,2.850442700258154716e+01,2.720082074999134747e+01,1.392015152948051870e+01
2.080000000000000000e+02,2.984873333333333179e+01,2.126146225235340470e+00,2.590900654475363396e+01,2.800719498839598387e+01,2.850737588305293002e+01,2.718722979354846458e+01,1.389955131407019095e+01
2.090000000000000000e+02,2.985461666666666503e+01,2.125228601589810751e+00,2.591552041956082064e+01,2.800738005594438107e+01,2.851032371199421434e+01,2.717353341945431566e+01,1.387904829442383026e+01
2.100000000000000000e+02,2.986050000000000182e+01,2.124313613564883685e+00,2.592203160286182495e+01,2.800756842189617402e+01,2.851327060604292285e+01,2.715973229643543263e+01,1.385864178977727690e+01
2.110000000000000000e+02,2.986638333333333506e+01,2.123401242109371090e+00,2.592854009681119720e+01,2.800776011414012245e+01,2.851621667549245487e+01,2.714582709807953265e+01,1.383833112273095978e+01
2.120000000000000000e+02,2.987226666666666830e+01,2.122491468398906012e+00,2.593504590356093686e+01,2.800795516033577925e+01,2.851916202480413531e+01,2.713181850259016770e+01,1.381811561959631618e+01
2.130000000000000000e+02,2.987815000000000154e+01,2.121584273832134215e+00,2.594154902526036111e+01,2.800815358791037823e+01,2.852210675306174537e+01,2.711770719254648299e+01,1.379799461069097433e+01
2.140000000000000000e+02,2.988403333333333478e+01,2.120679640026919444e+00,2.594804946405634993e+01,2.800835542405596712e+01,2.852505095437784277e+01,2.710349385467488759e+01,1.377796743058129714e+01
2.150000000000000000e+02,2.988991666666666802e+01,2.119777548816676571e+00,2.595454722209305487e+01,2.800856069572686735e+01,2.852799471825903410e+01,2.708917917959911392e+01,1.375803341831552551e+01
2.160000000000000000e+02,2.989580000000000126e+01,2.118877982246865521e+00,2.596104230151217607e+01,2.800876942963720140e+01,2.853093812993499867e+01,2.707476386165454940e+01,1.373819191755984903e+01
2.170000000000000000e+02,2.990168333333333450e+01,2.117980922571562008e+00,2.596753470445281309e+01,2.800898165225853731e+01,2.853388127065542790e+01,2.706024859861434351e+01,1.371844227680188411e+01
2.180000000000000000e+02,2.990756666666666774e+01,2.117086352250065140e+00,2.597402443305155373e+01,2.800919738981766471e+01,2.853682421795879520e+01,2.704563409150921061e+01,1.369878384943933902e+01
2.190000000000000000e+02,2.991345000000000098e+01,2.116194253943559644e+00,2.598051148944232480e+01,2.800941666829460885e+01,2.853976704591641322e+01,2.703092104442135835e+01,1.367921599388100340e+01
2.200000000000000000e+02,2.991933333333333422e+01,2.115304610511864247e+00,2.598699587575656977e+01,2.800963951342066238e+01,2.854270982535486567e+01,2.701611016427648693e+01,1.365973807363640269e+01
2.210000000000000000e+02,2.992521666666666746e+01,2.114417405010262208e+00,2.599347759412321679e+01,2.800986595067645268e+01,2.854565262405909465e+01,2.700120216063863055e+01,1.364034945738929672e+01
2.220000000000000000e+02,2.993110000000000070e+01,2.113532620686391361e+00,2.599995664666863249e+01,2.801009600529017973e+01,2.854859550695827508e+01,2.698619774551442063e+01,1.362104951905103789e+01
2.230000000000000000e+02,2.993698333333333395e+01,2.112650240977192340e+00,2.600648420393542892e+01,2.801032970223593921e+01,2.855153853629612470e+01,2.697109763316488440e+01,1.360183763779855148e+01
2.240000000000000000e+02,2.994286666666666719e+01,2.111770249505927399e+00,2.601300942328864707e+01,2.801056706623202075e+01,2.855448177178753255e+01,2.695590253992092755e+01,1.358271319810279287e+01
